Age,Attrition,BusinessTravel,Department,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome
49,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Healthcare Representative,Married,69490
39,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Research Scientist,Married,106090
27,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Research Scientist,Divorced,44470
35,0,Travel_Rarely,Research & Development,Medical,Female,2,Sales Executive,Married,21570
28,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Manufacturing Director,Divorced,46010
21,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Laboratory Technician,Single,170990
18,1,Travel_Frequently,Research & Development,Medical,Male,1,Research Director,Single,24790
47,0,Travel_Rarely,Research & Development,Medical,Male,2,Research Scientist,Married,148520
39,0,Travel_Rarely,Sales,Life Sciences,Male,1,Laboratory Technician,Divorced,72640
40,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Laboratory Technician,Married,56660
35,0,Non-Travel,Research & Development,Medical,Female,2,Sales Executive,Married,78230
37,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Laboratory Technician,Married,78800
39,0,Travel_Frequently,Research & Development,Technical Degree,Female,2,Manager,Single,131940
45,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Laboratory Technician,Divorced,50670
38,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Sales Executive,Married,50790
35,1,Travel_Rarely,Research & Development,Life Sciences,Male,3,Healthcare Representative,Married,23210
37,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Healthcare Representative,Married,174440
40,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Healthcare Representative,Single,24040
44,0,Travel_Frequently,Sales,Marketing,Male,1,Laboratory Technician,Married,34520
48,0,Travel_Frequently,Sales,Marketing,Female,3,Manager,Married,22700
35,1,Travel_Rarely,Research & Development,Life Sciences,Male,2,Manager,Divorced,173990
24,0,Travel_Frequently,Research & Development,Life Sciences,Male,2,Research Scientist,Single,54880
27,0,Travel_Rarely,Sales,Life Sciences,Male,3,Sales Executive,Married,194190
27,0,Travel_Frequently,Research & Development,Life Sciences,Male,1,Research Scientist,Single,28110
40,1,Travel_Rarely,Sales,Marketing,Male,1,Research Director,Single,36330
29,0,Travel_Rarely,Research & Development,Medical,Female,2,Manager,Single,41630
36,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Sales Executive,Married,21320
25,0,Travel_Frequently,Sales,Marketing,Male,4,Manufacturing Director,Divorced,139730
39,0,Travel_Rarely,Sales,Marketing,Female,2,Research Director,Married,26840
49,0,Travel_Rarely,Sales,Life Sciences,Male,2,Research Director,Married,108450
50,0,Travel_Rarely,Research & Development,Medical,Male,3,Sales Executive,Divorced,43770
20,0,Travel_Rarely,Research & Development,Medical,Female,2,Sales Executive,Single,37430
34,0,Travel_Rarely,Research & Development,Medical,Male,3,Laboratory Technician,Divorced,41480
36,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Healthcare Representative,Single,10510
49,0,Travel_Rarely,Human Resources,Life Sciences,Female,2,Research Scientist,Married,107390
36,0,Non-Travel,Research & Development,Life Sciences,Male,4,Laboratory Technician,Married,103880
36,0,Travel_Rarely,Research & Development,Medical,Female,2,Healthcare Representative,Divorced,114160
54,0,Travel_Rarely,Sales,Marketing,Male,1,Laboratory Technician,Married,26000
43,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Married,24220
35,1,Travel_Frequently,Research & Development,Medical,Male,1,Research Director,Single,54720
38,0,Travel_Frequently,Research & Development,Life Sciences,Male,2,Research Scientist,Married,24510
29,0,Travel_Rarely,Research & Development,Medical,Male,2,Sales Representative,Divorced,42400
33,0,Travel_Rarely,Research & Development,Medical,Male,5,Sales Executive,Divorced,109990
32,0,Travel_Rarely,Research & Development,Technical Degree,Male,5,Research Scientist,Divorced,50030
31,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Sales Executive,Married,127420
49,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Divorced,42270
38,0,Travel_Frequently,Sales,Medical,Female,1,Sales Executive,Single,39170
47,0,Travel_Rarely,Research & Development,Medical,Male,3,Laboratory Technician,Divorced,183030
49,0,Travel_Rarely,Research & Development,Medical,Male,2,Manufacturing Director,Single,23800
41,0,Travel_Rarely,Research & Development,Life Sciences,Female,4,Manager,Single,137260
20,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Representative,Single,47770
33,0,Non-Travel,Research & Development,Medical,Female,2,Healthcare Representative,Divorced,63850
36,0,Travel_Rarely,Research & Development,Technical Degree,Male,3,Sales Executive,Married,199730
44,0,Travel_Rarely,Research & Development,Technical Degree,Female,3,Healthcare Representative,Divorced,68610
23,1,Travel_Rarely,Human Resources,Life Sciences,Female,3,Laboratory Technician,Single,49690
38,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,198450
53,0,Travel_Rarely,Research & Development,Life Sciences,Male,4,Research Director,Married,133200
48,1,Travel_Frequently,Sales,Marketing,Male,1,Healthcare Representative,Married,63470
32,1,Travel_Rarely,Sales,Life Sciences,Male,2,Research Scientist,Single,27430
26,0,Non-Travel,Research & Development,Medical,Male,1,Human Resources,Single,108800
55,0,Travel_Rarely,Research & Development,Life Sciences,Male,5,Laboratory Technician,Divorced,23420
34,0,Travel_Rarely,Sales,Life Sciences,Female,2,Research Scientist,Married,176500
60,0,Travel_Rarely,Sales,Medical,Male,1,Manager,Divorced,40250
33,0,Travel_Rarely,Sales,Life Sciences,Male,3,Manager,Married,97250
37,0,Travel_Frequently,Research & Development,Life Sciences,Male,1,Laboratory Technician,Divorced,119040
34,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Healthcare Representative,Married,21770
23,1,Travel_Rarely,Research & Development,Medical,Male,2,Research Scientist,Divorced,75250
44,0,Travel_Rarely,Human Resources,Life Sciences,Male,1,Research Scientist,Married,48340
35,0,Travel_Frequently,Research & Development,Life Sciences,Male,3,Sales Executive,Single,20420
43,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Married,22200
24,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Sales Executive,Married,10520
41,0,Travel_Rarely,Sales,Marketing,Male,1,Research Scientist,Single,28210
29,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Married,192370
36,0,Travel_Rarely,Human Resources,Life Sciences,Female,3,Research Scientist,Single,41070
45,0,Non-Travel,Sales,Life Sciences,Female,2,Manufacturing Director,Married,83960
24,1,Travel_Rarely,Sales,Medical,Female,2,Manager,Married,20070
47,1,Travel_Frequently,Research & Development,Medical,Female,2,Sales Executive,Married,196270
26,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Married,106860
45,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Research Director,Single,29420
32,0,Travel_Frequently,Sales,Marketing,Male,2,Laboratory Technician,Married,88580
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,167560
41,0,Non-Travel,Sales,Medical,Male,2,Research Scientist,Married,107980
40,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Healthcare Representative,Married,23230
24,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Divorced,14160
46,0,Travel_Rarely,Research & Development,Medical,Male,4,Sales Executive,Single,46150
35,0,Travel_Rarely,Sales,Life Sciences,Male,1,Laboratory Technician,Married,24610
30,0,Travel_Rarely,Sales,Marketing,Male,1,Laboratory Technician,Married,87220
47,0,Non-Travel,Research & Development,Life Sciences,Female,2,Sales Executive,Married,39550
46,0,Travel_Rarely,Research & Development,Technical Degree,Female,3,Sales Executive,Divorced,99570
36,1,Travel_Rarely,Research & Development,Medical,Male,2,Manufacturing Director,Divorced,33760
32,1,Travel_Rarely,Research & Development,Medical,Female,2,Research Director,Single,88230
23,0,Travel_Rarely,Sales,Life Sciences,Male,3,Manufacturing Director,Single,103220
31,0,Travel_Frequently,Sales,Marketing,Male,2,Sales Executive,Single,46210
39,0,Non-Travel,Research & Development,Life Sciences,Female,2,Manufacturing Director,Married,109760
32,0,Travel_Rarely,Research & Development,Technical Degree,Male,1,Research Scientist,Married,36600
40,0,Travel_Rarely,Sales,Life Sciences,Male,3,Manufacturing Director,Single,104820
45,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Representative,Married,71190
30,0,Travel_Frequently,Sales,Life Sciences,Male,1,Research Director,Single,95820
24,0,Travel_Frequently,Sales,Marketing,Male,1,Sales Executive,Married,45080
30,1,Travel_Frequently,Research & Development,Life Sciences,Female,1,Human Resources,Divorced,22070
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Laboratory Technician,Married,77560
27,0,Travel_Rarely,Sales,Life Sciences,Male,1,Manager,Single,66940
29,1,Travel_Rarely,Sales,Marketing,Male,5,Research Scientist,Single,36910
29,0,Travel_Frequently,Research & Development,Life Sciences,Female,1,Sales Executive,Single,23770
30,0,Travel_Rarely,Sales,Life Sciences,Male,3,Sales Executive,Divorced,23130
34,0,Travel_Rarely,Research & Development,Medical,Female,2,Healthcare Representative,Married,176650
33,0,Non-Travel,Research & Development,Medical,Male,1,Sales Representative,Single,25960
49,0,Travel_Rarely,Sales,Marketing,Male,1,Sales Executive,Single,47280
33,1,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Single,43020
38,0,Travel_Frequently,Research & Development,Medical,Male,1,Healthcare Representative,Married,29790
31,1,Travel_Rarely,Human Resources,Human Resources,Male,2,Laboratory Technician,Married,168850
29,0,Travel_Rarely,Research & Development,Other,Female,2,Sales Representative,Divorced,55930
30,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Representative,Married,104450
32,0,Non-Travel,Research & Development,Life Sciences,Female,1,Laboratory Technician,Single,87400
38,0,Travel_Rarely,Research & Development,Technical Degree,Female,1,Manufacturing Director,Married,25140
43,1,Travel_Frequently,Research & Development,Other,Male,3,Sales Executive,Married,76550
42,0,Travel_Rarely,Human Resources,Other,Female,1,Healthcare Representative,Divorced,174650
55,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Sales Executive,Married,73510
33,0,Non-Travel,Research & Development,Other,Male,1,Research Scientist,Divorced,108200
41,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Representative,Divorced,121690
34,0,Non-Travel,Research & Development,Medical,Female,1,Research Scientist,Divorced,196260
53,0,Non-Travel,Research & Development,Medical,Male,2,Healthcare Representative,Married,20700
43,0,Travel_Rarely,Sales,Marketing,Female,1,Laboratory Technician,Single,67820
34,0,Travel_Rarely,Sales,Life Sciences,Female,5,Sales Executive,Single,77790
21,1,Travel_Rarely,Sales,Marketing,Male,5,Healthcare Representative,Single,27910
38,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Sales Executive,Married,32010
22,1,Travel_Rarely,Research & Development,Other,Male,4,Research Scientist,Married,49680
31,0,Travel_Rarely,Research & Development,Life Sciences,Male,5,Sales Executive,Married,131200
51,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Manager,Married,40330
37,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Married,32910
46,0,Travel_Rarely,Sales,Marketing,Female,1,Sales Representative,Divorced,42720
36,0,Travel_Rarely,Research & Development,Technical Degree,Female,4,Research Scientist,Married,50560
44,1,Travel_Frequently,Sales,Life Sciences,Male,1,Research Scientist,Divorced,28440
37,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Sales Executive,Divorced,27030
35,1,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Single,19040
33,0,Travel_Rarely,Research & Development,Medical,Male,2,Laboratory Technician,Married,82240
28,0,Travel_Rarely,Sales,Medical,Female,2,Sales Executive,Married,47660
39,0,Travel_Rarely,Sales,Marketing,Female,2,Laboratory Technician,Single,26100
46,0,Non-Travel,Research & Development,Life Sciences,Male,2,Manufacturing Director,Single,57310
40,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Director,Married,25390
42,0,Travel_Rarely,Research & Development,Other,Female,2,Laboratory Technician,Married,57140
35,0,Non-Travel,Sales,Life Sciences,Female,2,Research Director,Divorced,43230
38,0,Non-Travel,Sales,Marketing,Male,3,Sales Executive,Divorced,73360
34,1,Travel_Frequently,Research & Development,Life Sciences,Male,1,Manufacturing Director,Married,134990
37,1,Travel_Rarely,Research & Development,Life Sciences,Male,1,Laboratory Technician,Single,137580
39,0,Travel_Frequently,Research & Development,Medical,Male,2,Healthcare Representative,Divorced,51550
43,0,Non-Travel,Human Resources,Medical,Female,3,Sales Executive,Single,22580
41,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Research Scientist,Single,35970
41,0,Travel_Rarely,Research & Development,Technical Degree,Male,3,Laboratory Technician,Divorced,25150
30,0,Travel_Rarely,Sales,Marketing,Female,2,Manager,Single,44200
26,1,Travel_Rarely,Human Resources,Technical Degree,Female,3,Sales Executive,Married,65780
46,1,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Married,44220
40,0,Travel_Rarely,Sales,Medical,Female,3,Sales Executive,Divorced,102740
34,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Married,53430
58,0,Non-Travel,Research & Development,Medical,Male,1,Laboratory Technician,Divorced,23760
35,0,Travel_Rarely,Research & Development,Technical Degree,Female,3,Manufacturing Director,Married,53460
47,0,Travel_Rarely,Research & Development,Medical,Female,2,Research Scientist,Divorced,28270
40,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Manager,Divorced,199430
54,0,Travel_Rarely,Sales,Medical,Male,1,Research Scientist,Married,31310
31,0,Travel_Frequently,Sales,Other,Female,3,Manufacturing Director,Married,25520
28,0,Travel_Rarely,Sales,Life Sciences,Male,3,Manager,Married,44770
38,0,Travel_Rarely,Research & Development,Medical,Female,2,Manufacturing Director,Married,64740
26,0,Travel_Rarely,Sales,Marketing,Female,1,Healthcare Representative,Single,30330
58,0,Travel_Frequently,Research & Development,Technical Degree,Female,1,Sales Representative,Married,29360
18,0,Non-Travel,Research & Development,Life Sciences,Male,3,Sales Representative,Single,186060
31,1,Travel_Rarely,Research & Development,Life Sciences,Male,3,Laboratory Technician,Married,21680
29,1,Travel_Rarely,Research & Development,Medical,Male,1,Manager,Divorced,28530
45,0,Non-Travel,Sales,Technical Degree,Male,1,Research Scientist,Married,170480
36,0,Travel_Rarely,Sales,Technical Degree,Female,5,Laboratory Technician,Married,22900
43,0,Travel_Frequently,Sales,Medical,Male,1,Research Director,Married,36000
27,0,Travel_Frequently,Sales,Life Sciences,Male,5,Research Scientist,Single,21070
29,0,Travel_Frequently,Research & Development,Medical,Male,1,Human Resources,Married,41150
32,0,Travel_Frequently,Sales,Life Sciences,Male,4,Sales Executive,Single,43270
42,0,Non-Travel,Research & Development,Medical,Male,1,Manager,Married,178560
47,0,Travel_Rarely,Sales,Life Sciences,Female,5,Manager,Single,31960
46,0,Travel_Rarely,Human Resources,Life Sciences,Female,1,Laboratory Technician,Divorced,190810
28,0,Non-Travel,Research & Development,Life Sciences,Male,1,Sales Executive,Divorced,89660
29,0,Travel_Rarely,Research & Development,Medical,Female,1,Manufacturing Director,Divorced,22100
42,0,Travel_Rarely,Sales,Medical,Female,2,Research Director,Single,45390
32,1,Travel_Rarely,Research & Development,Medical,Male,2,Laboratory Technician,Single,27410
46,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Divorced,34910
27,0,Travel_Rarely,Sales,Life Sciences,Female,5,Research Scientist,Married,45410
29,0,Travel_Rarely,Research & Development,Medical,Male,3,Sales Executive,Married,26780
43,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Manufacturing Director,Married,73790
48,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Manager,Married,62720
29,1,Travel_Frequently,Research & Development,Life Sciences,Female,1,Laboratory Technician,Single,52200
46,1,Travel_Rarely,Research & Development,Medical,Female,2,Sales Representative,Married,27430
27,0,Travel_Frequently,Research & Development,Medical,Male,3,Healthcare Representative,Married,49980
39,0,Travel_Rarely,Research & Development,Technical Degree,Male,3,Healthcare Representative,Divorced,102520
55,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Human Resources,Married,27810
28,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Laboratory Technician,Married,68520
30,1,Travel_Rarely,Sales,Life Sciences,Female,2,Sales Executive,Single,49500
22,1,Travel_Rarely,Research & Development,Life Sciences,Female,2,Laboratory Technician,Single,35790
36,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Married,131910
31,0,Travel_Rarely,Research & Development,Life Sciences,Female,5,Manager,Divorced,103770
34,0,Travel_Rarely,Sales,Technical Degree,Female,1,Sales Executive,Married,22350
29,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Sales Executive,Single,105020
37,0,Travel_Rarely,Research & Development,Medical,Male,1,Manufacturing Director,Married,20110
35,0,Travel_Rarely,Sales,Technical Degree,Male,2,Laboratory Technician,Married,18590
45,0,Travel_Rarely,Research & Development,Medical,Female,2,Sales Executive,Married,37600
36,0,Travel_Frequently,Research & Development,Medical,Female,4,Manufacturing Director,Single,177790
40,0,Travel_Rarely,Research & Development,Other,Male,1,Sales Executive,Divorced,68330
26,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Human Resources,Married,68120
27,0,Travel_Rarely,Research & Development,Technical Degree,Male,2,Manufacturing Director,Single,51710
48,0,Travel_Frequently,Research & Development,Life Sciences,Male,2,Research Director,Divorced,197400
44,0,Travel_Rarely,Sales,Medical,Male,4,Manager,Married,187110
34,1,Non-Travel,Research & Development,Life Sciences,Female,1,Sales Representative,Married,36920
56,1,Travel_Rarely,Human Resources,Medical,Female,5,Sales Executive,Single,25590
36,0,Travel_Rarely,Research & Development,Technical Degree,Female,3,Healthcare Representative,Married,25170
41,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Sales Executive,Married,66230
42,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Sales Executive,Married,182650
31,0,Travel_Rarely,Sales,Life Sciences,Female,1,Sales Executive,Divorced,161240
34,0,Travel_Rarely,Research & Development,Life Sciences,Female,3,Laboratory Technician,Married,25850
31,0,Travel_Rarely,Sales,Life Sciences,Female,3,Manufacturing Director,Divorced,182130
26,0,Travel_Frequently,Sales,Life Sciences,Male,2,Healthcare Representative,Married,83800
45,0,Travel_Frequently,Research & Development,Life Sciences,Female,2,Manager,Single,29940
33,0,Travel_Rarely,Sales,Life Sciences,Female,5,Sales Executive,Single,12230
28,0,Travel_Frequently,Sales,Life Sciences,Male,4,Research Scientist,Married,11180
29,1,Travel_Frequently,Human Resources,Human Resources,Male,2,Sales Executive,Single,28750
39,0,Non-Travel,Research & Development,Medical,Female,2,Sales Representative,Married,188240
27,0,Travel_Rarely,Sales,Technical Degree,Male,2,Healthcare Representative,Married,135770
34,0,Travel_Frequently,Research & Development,Life Sciences,Female,2,Manufacturing Director,Married,26250
28,1,Travel_Rarely,Research & Development,Technical Degree,Male,1,Research Director,Single,187890
47,0,Non-Travel,Research & Development,Medical,Male,1,Research Scientist,Married,45380
56,0,Travel_Rarely,Research & Development,Technical Degree,Female,2,Sales Executive,Married,198470
39,0,Travel_Rarely,Research & Development,Other,Female,1,Laboratory Technician,Married,105120
38,0,Travel_Frequently,Research & Development,Medical,Female,1,Manager,Divorced,44440
58,0,Travel_Rarely,Sales,Marketing,Male,5,Sales Representative,Married,21540
32,1,Travel_Frequently,Research & Development,Life Sciences,Male,2,Laboratory Technician,Single,191900
38,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Sales Representative,Divorced,44900
49,0,Travel_Frequently,Sales,Life Sciences,Male,2,Research Scientist,Married,35060
42,0,Travel_Rarely,Sales,Life Sciences,Female,1,Sales Executive,Divorced,23720
27,1,Travel_Frequently,Sales,Life Sciences,Male,4,Laboratory Technician,Married,102310
35,0,Travel_Rarely,Research & Development,Medical,Male,1,Sales Executive,Married,54100
28,0,Non-Travel,Research & Development,Medical,Male,3,Research Scientist,Single,79780
31,0,Non-Travel,Sales,Medical,Male,1,Sales Executive,Divorced,38670
36,0,Non-Travel,Research & Development,Life Sciences,Male,2,Research Scientist,Married,28380
34,0,Travel_Rarely,Sales,Marketing,Male,4,Healthcare Representative,Single,46950
34,0,Travel_Rarely,Research & Development,Technical Degree,Female,1,Research Director,Divorced,33390
26,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Single,20800
29,0,Travel_Rarely,Research & Development,Other,Male,2,Laboratory Technician,Married,20960
32,0,Non-Travel,Research & Development,Life Sciences,Male,3,Manager,Divorced,62090
31,0,Travel_Frequently,Research & Development,Technical Degree,Female,2,Human Resources,Married,180610
28,1,Travel_Rarely,Sales,Life Sciences,Female,2,Sales Representative,Divorced,171230
38,0,Travel_Rarely,Research & Development,Technical Degree,Male,3,Sales Representative,Single,23720
35,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Representative,Married,48830
27,0,Travel_Rarely,Sales,Life Sciences,Female,1,Manager,Single,39040
32,0,Travel_Rarely,Research & Development,Medical,Female,2,Research Scientist,Single,46270
31,1,Travel_Frequently,Research & Development,Other,Male,3,Sales Executive,Married,70940
53,1,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Single,34230
54,0,Travel_Rarely,Research & Development,Other,Male,3,Research Scientist,Married,66740
33,0,Travel_Frequently,Research & Development,Medical,Female,4,Sales Executive,Divorced,168800
43,0,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Married,90940
38,0,Travel_Frequently,Research & Development,Medical,Female,4,Sales Executive,Married,84460
55,0,Travel_Rarely,Sales,Marketing,Male,2,Laboratory Technician,Married,119160
31,0,Travel_Rarely,Sales,Other,Male,1,Manufacturing Director,Divorced,45340
39,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Single,98520
42,0,Non-Travel,Research & Development,Life Sciences,Female,2,Research Scientist,Single,61510
31,0,Non-Travel,Research & Development,Life Sciences,Male,2,Healthcare Representative,Married,23020
54,0,Travel_Rarely,Research & Development,Medical,Female,2,Human Resources,Single,23620
24,0,Travel_Rarely,Research & Development,Other,Male,1,Manufacturing Director,Single,178610
23,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Research Scientist,Single,191870
40,0,Travel_Frequently,Research & Development,Medical,Female,3,Research Scientist,Married,197170
40,0,Travel_Rarely,Research & Development,Medical,Female,5,Research Scientist,Married,35440
25,0,Travel_Rarely,Sales,Medical,Female,2,Laboratory Technician,Married,85000
30,0,Travel_Rarely,Human Resources,Life Sciences,Male,2,Research Scientist,Married,46610
25,0,Travel_Rarely,Research & Development,Medical,Male,5,Sales Executive,Divorced,41030
47,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Sales Executive,Single,42490
33,0,Non-Travel,Research & Development,Life Sciences,Male,2,Research Scientist,Divorced,140260
38,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Sales Executive,Married,68930
31,0,Travel_Rarely,Research & Development,Medical,Female,3,Sales Executive,Married,61250
38,0,Travel_Frequently,Research & Development,Other,Male,2,Research Scientist,Married,36690
42,0,Travel_Rarely,Research & Development,Medical,Male,2,Laboratory Technician,Divorced,100080
41,0,Travel_Rarely,Sales,Medical,Male,1,Healthcare Representative,Married,23870
47,0,Non-Travel,Research & Development,Medical,Male,1,Sales Executive,Married,46390
35,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Healthcare Representative,Married,78980
22,0,Travel_Rarely,Human Resources,Human Resources,Male,2,Sales Executive,Single,25340
35,0,Travel_Rarely,Research & Development,Medical,Female,2,Sales Executive,Single,131420
33,0,Travel_Rarely,Sales,Medical,Male,3,Healthcare Representative,Married,16110
32,0,Travel_Rarely,Research & Development,Technical Degree,Male,3,Manufacturing Director,Single,53630
40,0,Travel_Rarely,Research & Development,Medical,Male,2,Research Director,Married,50710
32,0,Travel_Rarely,Research & Development,Medical,Male,3,Sales Executive,Married,136950
39,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Single,134020
38,0,Travel_Rarely,Sales,Medical,Female,2,Research Director,Married,20290
32,0,Travel_Rarely,Research & Development,Life Sciences,Male,2,Manager,Married,63770
37,0,Travel_Rarely,Research & Development,Life Sciences,Female,4,Sales Executive,Married,54290
25,0,Travel_Rarely,Research & Development,Medical,Female,2,Manufacturing Director,Divorced,27850
52,0,Non-Travel,Research & Development,Other,Male,1,Manager,Divorced,46140
44,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Sales Representative,Single,26100
21,0,Travel_Rarely,Sales,Medical,Male,3,Research Scientist,Single,66870
39,0,Non-Travel,Research & Development,Life Sciences,Female,2,Research Director,Single,47240
23,1,Travel_Frequently,Research & Development,Life Sciences,Female,2,Manufacturing Director,Married,61790
36,0,Travel_Rarely,Research & Development,Life Sciences,Female,2,Laboratory Technician,Married,61200
36,0,Travel_Frequently,Research & Development,Medical,Male,2,Sales Executive,Divorced,105960
56,0,Non-Travel,Research & Development,Life Sciences,Male,1,Sales Executive,Divorced,54670
29,1,Travel_Rarely,Research & Development,Medical,Male,2,Sales Representative,Married,29960
42,0,Travel_Rarely,Research & Development,Life Sciences,Male,3,Research Scientist,Married,99980
56,1,Travel_Rarely,Sales,Other,Male,2,Sales Executive,Married,40780
41,0,Travel_Rarely,Research & Development,Life Sciences,Female,1,Healthcare Representative,Married,109200
34,0,Travel_Rarely,Sales,Medical,Female,1,Laboratory Technician,Married,62320
36,0,Non-Travel,Sales,Medical,Female,1,Human Resources,Divorced,132470
41,0,Travel_Rarely,Research & Development,Medical,Male,1,Healthcare Representative,Divorced,40810
32,0,Travel_Rarely,Sales,Life Sciences,Female,2,Research Scientist,Single,57690
35,0,Travel_Rarely,Research & Development,Medical,Female,2,Healthcare Representative,Single,23940
38,0,Travel_Rarely,Research & Development,Medical,Male,3,Sales Representative,Married,39040
50,1,Travel_Frequently,Sales,Life Sciences,Female,2,Laboratory Technician,Divorced,167990
36,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Healthcare Representative,Married,29500
45,0,Travel_Rarely,Sales,Life Sciences,Male,1,Laboratory Technician,Single,36290
40,0,Travel_Rarely,Sales,Life Sciences,Male,1,Research Scientist,Single,93620
35,0,Travel_Frequently,Sales,Life Sciences,Male,2,Manufacturing Director,Married,32290
40,0,Travel_Rarely,Research & Development,Life Sciences,Male,1,Manager,Married,35780
35,0,Travel_Rarely,Human Resources,Life Sciences,Male,2,Research Scientist,Married,79880
29,0,Travel_Rarely,Research & Development,Medical,Male,3,Sales Executive,Married,42840
29,0,Travel_Rarely,Research & Development,Medical,Male,2,Sales Representative,Single,75530
50,1,Travel_Rarely,Research & Development,Medical,Male,1,Research Scientist,Divorced,173280
39,0,Travel_Rarely,Sales,Medical,Male,2,Sales Executive,Married,197010
31,0,Non-Travel,Research & Development,Life Sciences,Female,4,Sales Executive,Single,147320
26,0,Travel_Rarely,Research & Development,Medical,Male,2,Manager,Single,92780
36,0,Travel_Frequently,Research & Development,Technical Degree,Male,1,Sales Executive,Married,13590
39,0,Travel_Rarely,Research & Development,Medical,Female,1,Research Scientist,Married,47790
27,0,Travel_Rarely,Research & Development,Medical,Male,1,Laboratory Technician,Married,164220
49,0,Travel_Frequently,Research & Development,Medical,Male,3,Healthcare Representative,Married,29960
34,0,Travel_Rarely,Sales,Medical,Female,1,Sales Executive,Married,12610
41,1,Travel_Rarely,Research & Development,Life Sciences,Female,1,Research Scientist,Single,20990
49,0,Travel_Frequently,Sales,Life Sciences,Female,2,Manufacturing Director,Married,58100
37,1,Travel_Rarely,Research & Development,Life Sciences,Male,1,Sales Executive,Single,56470
33,0,Travel_Frequently,Research & Development,Medical,Male,2,Research Scientist,Married,34200
